,country,diversity,year
31543893,TJK,104,2023
31548537,TKL,76,2023
31553181,TKM,58,2023
31557825,TLS,55,2023
31562469,TON,126,2023
31567113,TTO,159,2023
31571757,TUN,738,2023
31576401,TUR,1643,2023
31581045,TUV,21,2023
31585689,TZA,354,2023
31590333,UGA,335,2023
31594977,UKR,566,2023
31599621,URY,278,2023
31604265,USA,1366,2023
31608909,UZB,427,2023
31613553,VCT,212,2023
31618197,VEN,123,2023
31622841,VGB,96,2023
31627485,VNM,777,2023
31632129,VUT,41,2023
31636773,WLF,69,2023
31641417,WSM,236,2023
31646061,YEM,146,2023
31650705,ZAF,665,2023
31655349,ZMB,199,2023
31659993,ZWE,145,2023
